explainer,n,pointing_game,pointing_game_chance,pointing_game_lift,energy_pointing_game,method,energy_pointing_game_chance,iou@0.50,mean_box_coverage,mean_confidence
Grad-CAM,828,0.43478260869565216,0.13099000214895742,3.319204531359821,0.30379949515510535,gradcam,0.13099000214895742,0.26659179909021535,0.13099000214895742,0.8299539171267247
Grad-CAM++,828,0.4178743961352657,0.13099000214895742,3.1901243551402727,0.2909261308189207,gradcam++,0.13099000214895742,0.267986916550788,0.13099000214895742,0.8299539171267247
