epoch,acc,auc,auprc,learning_rate,loss,precision,recall,val_acc,val_auc,val_auprc,val_loss,val_precision,val_recall
0,0.6190000176429749,0.6568857431411743,0.3336092233657837,0.0010000000474974513,0.6917869448661804,0.3181818127632141,0.5979381203651428,0.7230215668678284,0.7946662306785583,0.49519556760787964,0.5503143072128296,0.42451155185699463,0.7338792085647583
