explainer,n,pointing_game,pointing_game_chance,pointing_game_lift,energy_pointing_game,method,energy_pointing_game_chance,iou@0.50,mean_box_coverage,mean_confidence
Grad-CAM,300,0.29,0.1372878799957483,2.112349611699016,0.2271779616973072,gradcam,0.1372878799957483,0.24048015015966343,0.1372878799957483,0.6695976956685384
Grad-CAM++,300,0.26666666666666666,0.1372878799957483,1.942390447539325,0.23341556559937696,gradcam++,0.1372878799957483,0.2593120091333373,0.1372878799957483,0.6695976956685384
